"study","author","year","class","order","family","genus","species","common_name","stage","sex","prenatal_trt_start","prenatal_trt_end","prenatal_dur","prenatal_unit","post_natal_trt_start","postnatal_trt_end","dur_trt_postnatal","postnatal_unit","total_trt_duration","total_trt_unit","prenatal_measure_delay","postnatal_measure_delay","measure_delay_units","envirn_type","nutrition_sum","nutrition_type","fasting_period","fasting_period_units","tissue_sum","tissue","mito_preparation","mito_efficiency_dir","respiration_category","antioxidant_category","oxidative_damage_category","measurement_category","measure_listed","descrp_measure","units...42","ref","t1","t2","dose","units...48","mean_t1","sd_t1","n_t1","mean_t2","sd_t2","n_t2","sample_depend","CORT_values_available","observation","species_phylo","SMDH","v_SMDH","species_phylo2"
"s97","Gutierrez-Menendez","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","1","21","21","days",21,"days","NA","81.5","days","care deprivation","NA","NA","0","hours","brain","INT","histochemistry","1","NA","NA","NA","metabolic capacity","COX activity","cytochrome c oxidase","COX units","figure1o","maternal separation","control",4,"hours/day",13.9107611548556,3.21455346821941,6,15.8792650918635,3.21455346821943,6,"1","NA",1268,"Rattus_norvegicus",-0.565063975531069,0.415964864822149,"Rattus_norvegicus"
"s97","Gutierrez-Menendez","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","female","NA","NA","NA","NA","1","21","21","days",21,"days","NA","81.5","days","care deprivation","NA","NA","0","hours","brain","INT","histochemistry","1","NA","NA","NA","metabolic capacity","COX activity","cytochrome c oxidase","COX units","figure1o","maternal separation","control",4,"hours/day",14.4356955380578,3.85746416186328,6,20.8661417322835,9.37470936991388,7,"2","NA",1269,"Rattus_norvegicus",-0.834251966439495,0.386863814379582,"Rattus_norvegicus"
"s97","Gutierrez-Menendez","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","1","21","21","days",21,"days","NA","81.5","days","care deprivation","NA","NA","0","hours","brain","LAT","histochemistry","1","NA","NA","NA","metabolic capacity","COX activity","cytochrome c oxidase","COX units","figure1p","maternal separation","control",4,"hours/day",17.1604938271605,4.23368597518079,6,20.2469135802469,3.62887369301211,6,"1","NA",1270,"Rattus_norvegicus",-0.722307142818722,0.426696567043211,"Rattus_norvegicus"
"s97","Gutierrez-Menendez","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","female","NA","NA","NA","NA","1","21","21","days",21,"days","NA","81.5","days","care deprivation","NA","NA","0","hours","brain","LAT","histochemistry","1","NA","NA","NA","metabolic capacity","COX activity","cytochrome c oxidase","COX units","figure1p","maternal separation","control",4,"hours/day",20.8641975308642,3.02406141084345,6,24.6913580246914,8.492535072553,7,"2","NA",1271,"Rattus_norvegicus",-0.558336219175102,0.361690606931023,"Rattus_norvegicus"
"s97","Gutierrez-Menendez","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","1","21","21","days",21,"days","NA","81.5","days","care deprivation","NA","NA","0","hours","brain","7cbP","histochemistry","1","NA","NA","NA","metabolic capacity","COX activity","cytochrome c oxidase","COX units","figure1r","maternal separation","control",4,"hours/day",18.8106796116505,2.17093978398037,5,19.4174757281553,1.0854698919902,5,"1","NA",1272,"Rattus_norvegicus",-0.319153824321118,0.508658028904198,"Rattus_norvegicus"
"s97","Gutierrez-Menendez","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","female","NA","NA","NA","NA","1","21","21","days",21,"days","NA","81.5","days","care deprivation","NA","NA","0","hours","brain","7cbP","histochemistry","1","NA","NA","NA","metabolic capacity","COX activity","cytochrome c oxidase","COX units","figure1r","maternal separation","control",4,"hours/day",19.4174757281553,2.71367472997547,5,26.5776699029126,11.880193993858,7,"2","NA",1273,"Rattus_norvegicus",-0.7667505790999,0.386032562873995,"Rattus_norvegicus"
"s97","Gutierrez-Menendez","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","1","21","21","days",21,"days","NA","81.5","days","care deprivation","NA","NA","0","hours","brain","8cbP","histochemistry","1","NA","NA","NA","metabolic capacity","COX activity","cytochrome c oxidase","COX units","figure1s","maternal separation","control",4,"hours/day",18.8657407407407,2.26804605813255,6,19.9074074074074,2.83505757266571,6,"1","NA",1274,"Rattus_norvegicus",-0.374405262886906,0.407346696256574,"Rattus_norvegicus"
"s97","Gutierrez-Menendez","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","female","NA","NA","NA","NA","1","21","21","days",21,"days","NA","81.5","days","care deprivation","NA","NA","0","hours","brain","8cbP","histochemistry","1","NA","NA","NA","metabolic capacity","COX activity","cytochrome c oxidase","COX units","figure1s","maternal separation","control",4,"hours/day",19.4444444444444,3.06221216558401,7,28.8194444444444,13.4737335285696,7,"2","NA",1275,"Rattus_norvegicus",-0.89807160292579,0.394266395630396,"Rattus_norvegicus"
"s97","Gutierrez-Menendez","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","1","21","21","days",21,"days","NA","81.5","days","care deprivation","NA","NA","0","hours","brain","9cbP","histochemistry","1","NA","NA","NA","metabolic capacity","COX activity","cytochrome c oxidase","COX units","figure1t","maternal separation","control",4,"hours/day",20.6106870229008,1.55819958192314,6,22.3918575063613,2.80475924746165,6,"1","NA",1276,"Rattus_norvegicus",-0.72443005922964,0.433563590000011,"Rattus_norvegicus"
"s97","Gutierrez-Menendez","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","female","NA","NA","NA","NA","1","21","21","days",21,"days","NA","81.5","days","care deprivation","NA","NA","0","hours","brain","9cbP","histochemistry","1","NA","NA","NA","metabolic capacity","COX activity","cytochrome c oxidase","COX units","figure1t","maternal separation","control",4,"hours/day",20.6106870229008,2.69287665248303,7,30.6615776081425,15.4840407517775,7,"2","NA",1277,"Rattus_norvegicus",-0.846474104510209,0.389640225843928,"Rattus_norvegicus"
"s97","Gutierrez-Menendez","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","1","21","21","days",21,"days","NA","81.5","days","care deprivation","NA","NA","0","hours","brain","10cbP","histochemistry","1","NA","NA","NA","metabolic capacity","COX activity","cytochrome c oxidase","COX units","figure1u","maternal separation","control",4,"hours/day",19.6382428940569,1.89882925797146,6,19.6382428940569,1.58235771497624,6,"1","NA",1278,"Rattus_norvegicus",0,0.4,"Rattus_norvegicus"
"s97","Gutierrez-Menendez","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","female","NA","NA","NA","NA","1","21","21","days",21,"days","NA","81.5","days","care deprivation","NA","NA","0","hours","brain","10cbP","histochemistry","1","NA","NA","NA","metabolic capacity","COX activity","cytochrome c oxidase","COX units","figure1u","maternal separation","control",4,"hours/day",19.7674418604651,3.76011168239153,7,31.0077519379845,15.7241033990919,7,"2","NA",1279,"Rattus_norvegicus",-0.920239970189304,0.396682090191809,"Rattus_norvegicus"
"s97","Gutierrez-Menendez","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","1","21","21","days",21,"days","NA","81.5","days","care deprivation","NA","NA","0","hours","brain","PM","histochemistry","1","NA","NA","NA","metabolic capacity","COX activity","cytochrome c oxidase","COX units","figure1v","maternal separation","control",4,"hours/day",14.625,1.95655948031232,5,19,2.1433035249353,6,"1","NA",1280,"Rattus_norvegicus",-1.94838781589577,0.656442532401707,"Rattus_norvegicus"
"s97","Gutierrez-Menendez","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","female","NA","NA","NA","NA","1","21","21","days",21,"days","NA","81.5","days","care deprivation","NA","NA","0","hours","brain","PM","histochemistry","1","NA","NA","NA","metabolic capacity","COX activity","cytochrome c oxidase","COX units","figure1v","maternal separation","control",4,"hours/day",17.75,4.19262745781212,5,29.75,15.2130700386214,7,"2","NA",1281,"Rattus_norvegicus",-0.992350130940903,0.416598184360542,"Rattus_norvegicus"
"s97","Gutierrez-Menendez","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","1","21","21","days",21,"days","NA","81.5","days","care deprivation","NA","NA","0","hours","brain","CRUS2","histochemistry","1","NA","NA","NA","metabolic capacity","COX activity","cytochrome c oxidase","COX units","figure1w","maternal separation","control",4,"hours/day",15.4320987654321,2.48451997499976,5,18.1481481481482,1.9324044249998,5,"1","NA",1282,"Rattus_norvegicus",-1.10160537591167,0.58044153351166,"Rattus_norvegicus"
"s97","Gutierrez-Menendez","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","female","NA","NA","NA","NA","1","21","21","days",21,"days","NA","81.5","days","care deprivation","NA","NA","0","hours","brain","CRUS2","histochemistry","1","NA","NA","NA","metabolic capacity","COX activity","cytochrome c oxidase","COX units","figure1w","maternal separation","control",4,"hours/day",17.283950617284,3.58875107499967,5,27.1604938271605,13.7187105018164,7,"2","NA",1283,"Rattus_norvegicus",-0.908898089183207,0.40473706458043,"Rattus_norvegicus"
"l9","Ghosh","2016","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague-Dawley","postnatal","male","NA","NA","NA","NA","2","14","12","days",12,"days","NA","226","days","care deprivation","NA","NA","unknown","NA","muscle","skeletal muscle","NA","1","NA","NA","NA","metabolic capacity","TFAM","protein that localises to mitochondrial matrix, used as a proxy of mitochondrial content","unitless","figure4c","care depreviation (early stress)","control",-3,"hours/day",47.9549718574109,23.6612071165081,5,100.412757973734,17.1166179140696,5,"1","NA",1404,"Rattus_norvegicus",-2.29318149591859,0.860851842270426,"Rattus_norvegicus"
"l9","Ghosh","2016","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague-Dawley","postnatal","male","NA","NA","NA","NA","2","14","12","days",12,"days","NA","226","days","care deprivation","NA","NA","unknown","NA","muscle","skeletal muscle","NA","1","NA","NA","NA","metabolic capacity","mtDNA","relative mitochondrial DNA levels normalized to cytochrome C","unitless","figure4d","care depreviation (early stress)","control",-3,"hours/day",0.746181818181818,0.0829377940745381,5,1.00363636363636,0.0146360813072715,5,"1","NA",1405,"Rattus_norvegicus",-3.90255396488245,2.29222275260156,"Rattus_norvegicus"
"l9","Ghosh","2016","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague-Dawley","postnatal","male","NA","NA","NA","NA","2","14","12","days",12,"days","NA","168","days","care deprivation","NA","NA","unknown","NA","muscle","skeletal muscle","NA","NA","NA","NA","NA","gene/protein expression","Ppargc1a mRNA","peroxisome proliferator-activated receptor γ","unitless","figure4e","care depreviation (early stress)","control",-3,"hours/day",71.7808219178082,25.5720808538697,18,99.9086757990867,22.4724346897643,18,"1","NA",1406,"Rattus_norvegicus",-1.14248028978467,0.137159016808311,"Rattus_norvegicus"
"l9","Ghosh","2016","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague-Dawley","postnatal","male","NA","NA","NA","NA","2","14","12","days",12,"days","NA","168","days","care deprivation","NA","NA","unknown","NA","muscle","skeletal muscle","NA","NA","NA","NA","NA","gene/protein expression","Tfam mRNA","transcription factor A, mitochondrial","unitless","figure4e","care depreviation (early stress)","control",-3,"hours/day",86.027397260274,27.1219039359224,18,100.091324200913,20.1477000666851,18,"1","NA",1407,"Rattus_norvegicus",-0.575580824160536,0.122925353846399,"Rattus_norvegicus"
"l9","Ghosh","2016","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague-Dawley","postnatal","male","NA","NA","NA","NA","2","14","12","days",12,"days","NA","168","days","care deprivation","NA","NA","unknown","NA","muscle","skeletal muscle","NA","NA","NA","NA","NA","gene/protein expression","Nrf1 mRNA","nuclear respiratory factor 1","unitless","figure4e","care depreviation (early stress)","control",-3,"hours/day",73.972602739726,16.2731423615534,18,100.091324200913,17.0480539025798,18,"1","NA",1408,"Rattus_norvegicus",-1.53239886296417,0.152254717940837,"Rattus_norvegicus"
"l9","Ghosh","2016","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague-Dawley","postnatal","male","NA","NA","NA","NA","2","14","12","days",12,"days","NA","168","days","care deprivation","NA","NA","unknown","NA","muscle","skeletal muscle","NA","NA","NA","NA","NA","gene/protein expression","Cat mRNA","catalase","unitless","figure4e","care depreviation (early stress)","control",-3,"hours/day",63.1963470319635,24.7971693128433,18,100.456621004566,31.7713731820805,18,"1","NA",1409,"Rattus_norvegicus",-1.27836002827552,0.143097206313326,"Rattus_norvegicus"
"l9","Ghosh","2016","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague-Dawley","postnatal","male","NA","NA","NA","NA","2","14","12","days",12,"days","NA","168","days","care deprivation","NA","NA","unknown","NA","muscle","skeletal muscle","NA","NA","NA","NA","NA","gene/protein expression","UCP3 mRNA","uncoupling protein 3","unitless","figure4e","care depreviation (early stress)","control",-3,"hours/day",69.5890410958904,39.520488592344,18,100.27397260274,50.3692501667129,18,"1","NA",1410,"Rattus_norvegicus",-0.662724139221883,0.124471522206988,"Rattus_norvegicus"
"Recio2","González-Pardo","2020","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rats","postnatal","male","NA","NA","NA","NA","2","22","21","days",21,"days","NA","68","days","care deprivation","NA","NA","NA","NA","brain","Cgl","homogenate","1","NA","NA","NA","metabolic capacity","CCO activity","cytochrome c oxidase histochemistry","CCO activty units","table1","Maternal separation","Control",NA,"4h/days",26.7,2.84604989415154,10,31.3,3.47850542618522,10,"1","No",1411,"Rattus_norvegicus",-1.38612481156511,0.277685593107155,"Rattus_norvegicus"
"Recio2","González-Pardo","2020","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rats","postnatal","male","NA","NA","NA","NA","2","22","21","days",21,"days","NA","68","days","care deprivation","NA","NA","NA","NA","brain","PrL","homogenate","1","NA","NA","NA","metabolic capacity","CCO activity","cytochrome c oxidase histochemistry","CCO activty units","table1","Maternal separation","Control",NA,"4h/days",27.2,2.84604989415154,10,32.1,2.84604989415154,10,"1","No",1412,"Rattus_norvegicus",-1.64876501359269,0.297734057501314,"Rattus_norvegicus"
"Recio2","González-Pardo","2020","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rats","postnatal","male","NA","NA","NA","NA","2","22","21","days",21,"days","NA","68","days","care deprivation","NA","NA","NA","NA","brain","IL","homogenate","1","NA","NA","NA","metabolic capacity","CCO activity","cytochrome c oxidase histochemistry","CCO activty units","table1","Maternal separation","Control",NA,"4h/days",25.8,5.69209978830308,10,30.6,6.00832755431992,10,"1","No",1413,"Rattus_norvegicus",-0.785445655980298,0.23940902234015,"Rattus_norvegicus"
"Recio2","González-Pardo","2020","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rats","postnatal","male","NA","NA","NA","NA","2","22","21","days",21,"days","NA","68","days","care deprivation","NA","NA","NA","NA","brain","dCPu","homogenate","1","NA","NA","NA","metabolic capacity","CCO activity","cytochrome c oxidase histochemistry","CCO activty units","table1","Maternal separation","Control",NA,"4h/days",29.3,5.37587202228625,10,27.3,1.89736659610103,10,"1","No",1414,"Rattus_norvegicus",0.475125681624764,0.23229294617026,"Rattus_norvegicus"
"Recio2","González-Pardo","2020","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rats","postnatal","male","NA","NA","NA","NA","2","22","21","days",21,"days","NA","68","days","care deprivation","NA","NA","NA","NA","brain","AcbC","homogenate","1","NA","NA","NA","metabolic capacity","CCO activity","cytochrome c oxidase histochemistry","CCO activty units","table1","Maternal separation","Control",NA,"4h/days",33.9,4.11096095821889,10,33.5,4.42718872423573,10,"1","No",1415,"Rattus_norvegicus",0.089667229141705,0.222446783544094,"Rattus_norvegicus"
"Recio2","González-Pardo","2020","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rats","postnatal","male","NA","NA","NA","NA","2","22","21","days",21,"days","NA","68","days","care deprivation","NA","NA","NA","NA","brain","AcbSh","homogenate","1","NA","NA","NA","metabolic capacity","CCO activity","cytochrome c oxidase histochemistry","CCO activty units","table1","Maternal separation","Control",4,"hours/day",36.7,2.84604989415154,10,38.8,1.58113883008419,10,"1","No",1416,"Rattus_norvegicus",-0.873547555188697,0.249335129098096,"Rattus_norvegicus"
"Recio2","González-Pardo","2020","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rats","postnatal","male","NA","NA","NA","NA","2","22","21","days",21,"days","NA","68","days","care deprivation","NA","NA","NA","NA","brain","dCA1","homogenate","1","NA","NA","NA","metabolic capacity","CCO activity","cytochrome c oxidase histochemistry","CCO activty units","table1","Maternal separation","Control",4,"hours/day",22.2,2.21359436211787,10,22.1,1.26491106406735,10,"1","No",1417,"Rattus_norvegicus",0.0531206660984436,0.222320809156187,"Rattus_norvegicus"
"Recio2","González-Pardo","2020","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rats","postnatal","male","NA","NA","NA","NA","2","22","21","days",21,"days","NA","68","days","care deprivation","NA","NA","NA","NA","brain","dCA3","homogenate","1","NA","NA","NA","metabolic capacity","CCO activity","cytochrome c oxidase histochemistry","CCO activty units","table1","Maternal separation","Control",4,"hours/day",21.7,2.84604989415154,10,24.7,2.84604989415154,10,"1","No",1418,"Rattus_norvegicus",-1.00944796750573,0.250527366641707,"Rattus_norvegicus"
"Recio2","González-Pardo","2020","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rats","postnatal","male","NA","NA","NA","NA","2","22","21","days",21,"days","NA","68","days","care deprivation","NA","NA","NA","NA","brain","dDG","homogenate","1","NA","NA","NA","metabolic capacity","CCO activity","cytochrome c oxidase histochemistry","CCO activty units","table1","Maternal separation","Control",4,"hours/day",27,2.84604989415154,10,32.4,1.58113883008419,10,"1","No",1419,"Rattus_norvegicus",-2.2462651419138,0.401499402381065,"Rattus_norvegicus"
"Recio2","González-Pardo","2020","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rats","postnatal","male","NA","NA","NA","NA","2","22","21","days",21,"days","NA","68","days","care deprivation","NA","NA","NA","NA","brain","vCA","homogenate","1","NA","NA","NA","metabolic capacity","CCO activity","cytochrome c oxidase histochemistry","CCO activty units","table1","Maternal separation","Control",4,"hours/day",22.2,1.89736659610103,10,23.7,0.632455532033676,10,"1","No",1420,"Rattus_norvegicus",-1.01573742379131,0.269222914530776,"Rattus_norvegicus"
"Recio2","González-Pardo","2020","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rats","postnatal","male","NA","NA","NA","NA","2","22","21","days",21,"days","NA","68","days","care deprivation","NA","NA","NA","NA","brain","vCA3","homogenate","1","NA","NA","NA","metabolic capacity","CCO activity","cytochrome c oxidase histochemistry","CCO activty units","table1","Maternal separation","Control",4,"hours/day",20.2,2.5298221281347,10,22.8,2.84604989415154,10,"1","No",1421,"Rattus_norvegicus",-0.924718481025119,0.246301614998878,"Rattus_norvegicus"
"Recio2","González-Pardo","2020","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rats","postnatal","male","NA","NA","NA","NA","2","22","21","days",21,"days","NA","68","days","care deprivation","NA","NA","NA","NA","brain","vDG","homogenate","1","NA","NA","NA","metabolic capacity","CCO activity","cytochrome c oxidase histochemistry","CCO activty units","table1","Maternal separation","Control",4,"hours/day",21.6,2.5298221281347,10,24.05,1.26491106406735,10,"1","No",1422,"Rattus_norvegicus",-1.17311687310406,0.274212120811877,"Rattus_norvegicus"
"Recio2","González-Pardo","2020","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rats","postnatal","female","NA","NA","NA","NA","2","22","21","days",21,"days","NA","68","days","care deprivation","NA","NA","NA","NA","brain","Cgl","homogenate","1","NA","NA","NA","metabolic capacity","CCO activity","cytochrome c oxidase histochemistry","CCO activty units","table1","Maternal separation","Control",4,"hours/day",29.7,2.84604989415154,10,41.7,3.16227766016838,10,"2","No",1423,"Rattus_norvegicus",-3.81998932345774,0.632030947266695,"Rattus_norvegicus"
"Recio2","González-Pardo","2020","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rats","postnatal","female","NA","NA","NA","NA","2","22","21","days",21,"days","NA","68","days","care deprivation","NA","NA","NA","NA","brain","PrL","homogenate","1","NA","NA","NA","metabolic capacity","CCO activity","cytochrome c oxidase histochemistry","CCO activty units","table1","Maternal separation","Control",4,"hours/day",28.9,2.21359436211787,10,40.3,2.5298221281347,10,"2","No",1424,"Rattus_norvegicus",-4.59288763020215,0.818508911528199,"Rattus_norvegicus"
"Recio2","González-Pardo","2020","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rats","postnatal","female","NA","NA","NA","NA","2","22","21","days",21,"days","NA","68","days","care deprivation","NA","NA","NA","NA","brain","IL","homogenate","1","NA","NA","NA","metabolic capacity","CCO activity","cytochrome c oxidase histochemistry","CCO activty units","table1","Maternal separation","Control",4,"hours/day",28.4,1.58113883008419,10,43.1,1.89736659610103,10,"2","No",1425,"Rattus_norvegicus",-8.06069720993852,2.08576945712483,"Rattus_norvegicus"
"Recio2","González-Pardo","2020","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rats","postnatal","female","NA","NA","NA","NA","2","22","21","days",21,"days","NA","68","days","care deprivation","NA","NA","NA","NA","brain","dCPu","homogenate","1","NA","NA","NA","metabolic capacity","CCO activity","cytochrome c oxidase histochemistry","CCO activty units","table1","Maternal separation","Control",4,"hours/day",32.5,1.89736659610103,10,30.2,1.26491106406735,10,"2","No",1426,"Rattus_norvegicus",1.3659863346712,0.281720614941262,"Rattus_norvegicus"
"Recio2","González-Pardo","2020","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rats","postnatal","female","NA","NA","NA","NA","2","22","21","days",21,"days","NA","68","days","care deprivation","NA","NA","NA","NA","brain","AcbC","homogenate","1","NA","NA","NA","metabolic capacity","CCO activity","cytochrome c oxidase histochemistry","CCO activty units","table1","Maternal separation","Control",4,"hours/day",43.7,2.21359436211787,10,42.4,1.58113883008419,10,"2","No",1427,"Rattus_norvegicus",0.647213672022033,0.235081848426724,"Rattus_norvegicus"
"Recio2","González-Pardo","2020","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rats","postnatal","female","NA","NA","NA","NA","2","22","21","days",21,"days","NA","68","days","care deprivation","NA","NA","NA","NA","brain","AcbSh","homogenate","1","NA","NA","NA","metabolic capacity","CCO activity","cytochrome c oxidase histochemistry","CCO activty units","table1","Maternal separation","Control",4,"hours/day",45.1,2.84604989415154,10,52.1,1.89736659610103,10,"2","No",1428,"Rattus_norvegicus",-2.77156647614445,0.467164145619236,"Rattus_norvegicus"
"Recio2","González-Pardo","2020","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rats","postnatal","female","NA","NA","NA","NA","2","22","21","days",21,"days","NA","68","days","care deprivation","NA","NA","NA","NA","brain","dCA1","homogenate","1","NA","NA","NA","metabolic capacity","CCO activity","cytochrome c oxidase histochemistry","CCO activty units","table1","Maternal separation","Control",4,"hours/day",24.5,0.632455532033676,10,26.7,2.21359436211787,10,"2","No",1429,"Rattus_norvegicus",-1.29421055230313,0.302290830368171,"Rattus_norvegicus"
"Recio2","González-Pardo","2020","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rats","postnatal","female","NA","NA","NA","NA","2","22","21","days",21,"days","NA","68","days","care deprivation","NA","NA","NA","NA","brain","dCA3","homogenate","1","NA","NA","NA","metabolic capacity","CCO activity","cytochrome c oxidase histochemistry","CCO activty units","table1","Maternal separation","Control",4,"hours/day",22.8,2.5298221281347,10,29.4,2.21359436211787,10,"2","No",1430,"Rattus_norvegicus",-2.65904020695914,0.422085627779073,"Rattus_norvegicus"
"Recio2","González-Pardo","2020","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rats","postnatal","female","NA","NA","NA","NA","2","22","21","days",21,"days","NA","68","days","care deprivation","NA","NA","NA","NA","brain","dDG","homogenate","1","NA","NA","NA","metabolic capacity","CCO activity","cytochrome c oxidase histochemistry","CCO activty units","table1","Maternal separation","Control",4,"hours/day",27.3,3.47850542618522,10,40.9,4.11096095821889,10,"2","No",1431,"Rattus_norvegicus",-3.42026770663494,0.556075428495522,"Rattus_norvegicus"
"Recio2","González-Pardo","2020","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rats","postnatal","female","NA","NA","NA","NA","2","22","21","days",21,"days","NA","68","days","care deprivation","NA","NA","NA","NA","brain","vCA","homogenate","1","NA","NA","NA","metabolic capacity","CCO activity","cytochrome c oxidase histochemistry","CCO activty units","table1","Maternal separation","Control",4,"hours/day",32.2,1.89736659610103,10,31.6,3.16227766016838,10,"2","No",1432,"Rattus_norvegicus",0.220344384366592,0.223869543603021,"Rattus_norvegicus"
"Recio2","González-Pardo","2020","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rats","postnatal","female","NA","NA","NA","NA","2","22","21","days",21,"days","NA","68","days","care deprivation","NA","NA","NA","NA","brain","vCA3","homogenate","1","NA","NA","NA","metabolic capacity","CCO activity","cytochrome c oxidase histochemistry","CCO activty units","table1","Maternal separation","Control",4,"hours/day",40.7,4.42718872423573,10,33.5,3.47850542618522,10,"2","No",1433,"Rattus_norvegicus",1.73190097139466,0.310205020823507,"Rattus_norvegicus"
"Recio2","González-Pardo","2020","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rats","postnatal","female","NA","NA","NA","NA","2","22","21","days",21,"days","NA","68","days","care deprivation","NA","NA","NA","NA","brain","vDG","homogenate","1","NA","NA","NA","metabolic capacity","CCO activity","cytochrome c oxidase histochemistry","CCO activty units","table1","Maternal separation","Control",4,"hours/day",30.1,3.16227766016838,10,30.9,3.79473319220206,10,"2","No",1434,"Rattus_norvegicus",-0.219338699590163,0.223602052652064,"Rattus_norvegicus"
"Recio3","González-Pardo","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rats","postnatal","male","NA","NA","NA","NA","2","22","21","days",21,"days","NA","76","days","care deprivation","NA","NA","NA","NA","brain","PL","homogenate","1","NA","NA","NA","metabolic capacity","CCO activity","cytochrome c oxidase histochemistry","CCO activty units","table1","Maternal separation (MS_NE)","Control (AFR_NE)",4,"hours/day",26.1,4.36394317103236,10,29.62,3.03578655376164,10,"1","No",1435,"Rattus_norvegicus",-0.896761129281495,0.247262269507331,"Rattus_norvegicus"
"Recio3","González-Pardo","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rats","postnatal","male","NA","NA","NA","NA","2","22","21","days",21,"days","NA","76","days","care deprivation","NA","NA","NA","NA","brain","STR","homogenate","1","NA","NA","NA","metabolic capacity","CCO activity","cytochrome c oxidase histochemistry","CCO activty units","table1","Maternal separation (MS_NE)","Control (AFR_NE)",4,"hours/day",28.55,5.09126703287109,10,26.77,2.87767267075323,10,"1","No",1436,"Rattus_norvegicus",0.412206125725174,0.228197563549709,"Rattus_norvegicus"
"Recio3","González-Pardo","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rats","postnatal","male","NA","NA","NA","NA","2","22","21","days",21,"days","NA","76","days","care deprivation","NA","NA","NA","NA","brain","NAcS","homogenate","1","NA","NA","NA","metabolic capacity","CCO activity","cytochrome c oxidase histochemistry","CCO activty units","table1","Maternal separation (MS_NE)","Control (AFR_NE)",4,"hours/day",37.37,4.07933818161721,10,39.45,4.23745206462563,10,"1","No",1437,"Rattus_norvegicus",-0.478921467581572,0.228602698180948,"Rattus_norvegicus"
