"study","author","year","class","order","family","genus","species","common_name","prenatal_dev_time","postnatal_dev_time","age_sexual_maturity","life_expectancy","unit_dev_time","stage","sex","prenatal_trt_start","prenatal_trt_end","prenatal_dur","prenatal_unit","post_natal_trt_start","postnatal_trt_end","dur_trt_postnatal","postnatal_unit","total_trt_duration","total_trt_unit","relative_prenatal_start","relative_prenatal_end","relative_prenatal_duration","relative_postnatal_start","relative_postnatal_end","relative_postnatal_duration","relative_total_duration","prenatal_measure_delay","postnatal_measure_delay","measure_delay_units","relative_treatment_delay","envirn_type","nutrition_sum","nutrition_type","fasting_period","fasting_period_units","tissue_sum","tissue","mito_preparation","mito_efficiency_dir","respiration_category","antioxidant_category","oxidative_damage_category","measurement_category","measure_listed","descrp_measure","units...55","ref","t1","t2","dose","units...61","mean_t1","sd_t1","n_t1","mean_t2","sd_t2","n_t2","sample_depend","CORT_values_available","observation","species_phylo","species_phylo2","SMDH","v_SMDH"
"s48","Cao","2014","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat",22,22,63,1095,"days","prenatal","male","14","20","7","days","NA","NA","NA","NA",7,"days","0.63636363636363635","0.90909090909090906","0.31818181818181818","NA","NA","NA",0.159090909090909,"10","NA","days",0.454545454545455,"disturbance","NA","NA","NA","NA","brain","hippocampus","NA","NA","NA","NA","NA","gene/protein expression","HO-1","heme oxygenase-1; antioxidant enzyme; mRNA expression","percent","figure5a","restraint","control",6,"hours/day",56.2581665833341,21.4468798706701,8,99.5028083372143,34.0716161304981,8,1,"NA",725,"Rattus_norvegicus","Rattus_norvegicus",-1.43595475365941,0.373126795764098
"s48","Cao","2014","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat",22,22,63,1095,"days","prenatal","female","14","20","7","days","NA","NA","NA","NA",7,"days","0.63636363636363635","0.90909090909090906","0.31818181818181818","NA","NA","NA",0.159090909090909,"10","NA","days",0.454545454545455,"disturbance","NA","NA","NA","NA","brain","hippocampus","NA","NA","NA","NA","NA","gene/protein expression","Nrf2","nuclear factor-erthroid factor 2-related factor 2; mRNA expression; antioxidant transcription factor that mediates the expression of antioxidant enzymes such as NQO1 and HO-11","percent","figure5b","restraint","control",6,"hours/day",84.1909680567602,19.661987635487,8,99.6181672959461,50.1360331982731,8,1,"NA",726,"Rattus_norvegicus","Rattus_norvegicus",-0.382957840758914,0.293769303760788
"s48","Cao","2014","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat",22,22,63,1095,"days","prenatal","female","14","20","7","days","NA","NA","NA","NA",7,"days","0.63636363636363635","0.90909090909090906","0.31818181818181818","NA","NA","NA",0.159090909090909,"10","NA","days",0.454545454545455,"disturbance","NA","NA","NA","NA","brain","hippocampus","NA","NA","NA","NA","NA","gene/protein expression","NQO1","NADPH quinineoxido reuctase-1; antioxidant enzyme; mRNA expression","percent","figure5b","restraint","control",6,"hours/day",88.2703523749052,10.7842470331879,8,99.5754533089381,20.2133981418333,8,1,"NA",727,"Rattus_norvegicus","Rattus_norvegicus",-0.659664101584005,0.306074718272566
"s48","Cao","2014","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat",22,22,63,1095,"days","prenatal","female","14","20","7","days","NA","NA","NA","NA",7,"days","0.63636363636363635","0.90909090909090906","0.31818181818181818","NA","NA","NA",0.159090909090909,"10","NA","days",0.454545454545455,"disturbance","NA","NA","NA","NA","brain","hippocampus","NA","NA","NA","NA","NA","gene/protein expression","HO-1","heme oxygenase-1; antioxidant enzyme; mRNA expression","percent","figure5b","restraint","control",6,"hours/day",83.2821084507177,22.9640707915558,8,99.5873350725238,18.5728698904906,8,1,"NA",728,"Rattus_norvegicus","Rattus_norvegicus",-0.738028121888453,0.306017873496289
"s65","Feng","2012","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat",22,22,63,1095,"days","prenatal","female","14","20","7","days","NA","NA","NA","NA",7,"days","0.63636363636363635","0.90909090909090906","0.31818181818181818","NA","NA","NA",0.159090909090909,"32","NA","days",1.45454545454545,"disturbance","NA","NA","NA","NA","brain","hippocampus","NA","NA","NA","NA","proteins","oxidative damage","protein carbonyls","relative carbonyl protein level","percent","figure4c","restraint","control",6,"hours/day",162.806026502848,33.9617054381676,7,99.8086643154353,35.5026797787259,7,1,"NA",918,"Rattus_norvegicus","Rattus_norvegicus",1.69719671941679,0.453589217860029
"s65","Feng","2012","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat",22,22,63,1095,"days","prenatal","male","14","20","7","days","NA","NA","NA","NA",7,"days","0.63636363636363635","0.90909090909090906","0.31818181818181818","NA","NA","NA",0.159090909090909,"32","NA","days",1.45454545454545,"disturbance","NA","NA","NA","NA","brain","hippocampus","NA","NA","NA","NA","proteins","oxidative damage","protein carbonyls","relative carbonyl protein level","percent","figure4d","restraint","control",6,"hours/day",119.264114178057,14.3884458492242,7,99.2632330355752,16.6507909383345,7,1,"NA",919,"Rattus_norvegicus","Rattus_norvegicus",1.20300217471966,0.394901797379288
"s65","Feng","2012","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat",22,22,63,1095,"days","prenatal","female","14","20","7","days","NA","NA","NA","NA",7,"days","0.63636363636363635","0.90909090909090906","0.31818181818181818","NA","NA","NA",0.159090909090909,"32","NA","days",1.45454545454545,"disturbance","NA","NA","NA","NA","brain","hippocampus","NA","1","NA","NA","NA","metabolic capacity","complex I","NADH-ubiquinone oxidoreductase","percent","table2","restraint","control",6,"hours/day",86.46,5.04,9,100,8.04,9,1,"NA",920,"Rattus_norvegicus","Rattus_norvegicus",1.92159089414281,0.38730530853945
"s65","Feng","2012","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat",22,22,63,1095,"days","prenatal","female","14","20","7","days","NA","NA","NA","NA",7,"days","0.63636363636363635","0.90909090909090906","0.31818181818181818","NA","NA","NA",0.159090909090909,"32","NA","days",1.45454545454545,"disturbance","NA","NA","NA","NA","brain","hippocampus","NA","1","NA","NA","NA","metabolic capacity","complex II","succinate-CoQ oxidoreductase","percent","table2","restraint","control",6,"hours/day",77.25,6.81,9,100,12.48,9,1,"NA",921,"Rattus_norvegicus","Rattus_norvegicus",2.15495150459371,0.437611436725421
"s65","Feng","2012","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat",22,22,63,1095,"days","prenatal","female","14","20","7","days","NA","NA","NA","NA",7,"days","0.63636363636363635","0.90909090909090906","0.31818181818181818","NA","NA","NA",0.159090909090909,"32","NA","days",1.45454545454545,"disturbance","NA","NA","NA","NA","brain","hippocampus","NA","1","NA","NA","NA","metabolic capacity","complex III","ubiquinol cytochrome c reductase","percent","table2","restraint","control",6,"hours/day",119.61,11.58,9,100,7.71,9,1,"NA",922,"Rattus_norvegicus","Rattus_norvegicus",-1.89827615502118,0.379361614819672
"s65","Feng","2012","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat",22,22,63,1095,"days","prenatal","female","14","20","7","days","NA","NA","NA","NA",7,"days","0.63636363636363635","0.90909090909090906","0.31818181818181818","NA","NA","NA",0.159090909090909,"32","NA","days",1.45454545454545,"disturbance","NA","NA","NA","NA","brain","hippocampus","NA","1","NA","NA","NA","metabolic capacity","complex IV","cytochrome c oxidase","percent","table2","restraint","control",6,"hours/day",108.09,6.45,9,100,6.36,9,1,"NA",923,"Rattus_norvegicus","Rattus_norvegicus",-1.20273901598446,0.295214585405964
"s65","Feng","2012","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat",22,22,63,1095,"days","prenatal","female","14","20","7","days","NA","NA","NA","NA",7,"days","0.63636363636363635","0.90909090909090906","0.31818181818181818","NA","NA","NA",0.159090909090909,"32","NA","days",1.45454545454545,"disturbance","NA","NA","NA","NA","brain","hippocampus","NA","1","NA","NA","NA","metabolic capacity","complex V","ATP synthase","percent","table2","restraint","control",6,"hours/day",98.54,13.92,9,100,12.42,9,1,"NA",924,"Rattus_norvegicus","Rattus_norvegicus",0.105394205784469,0.250351596939273
"s65","Feng","2012","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat",22,22,63,1095,"days","prenatal","male","14","20","7","days","NA","NA","NA","NA",7,"days","0.63636363636363635","0.90909090909090906","0.31818181818181818","NA","NA","NA",0.159090909090909,"32","NA","days",1.45454545454545,"disturbance","NA","NA","NA","NA","brain","hippocampus","NA","1","NA","NA","NA","metabolic capacity","complex I","NADH-ubiquinone oxidoreductase","percent","table3","restraint","control",6,"hours/day",89.33,4.59,9,100,11.82,9,1,"NA",925,"Rattus_norvegicus","Rattus_norvegicus",1.13322320785512,0.311983931869442
"s65","Feng","2012","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat",22,22,63,1095,"days","prenatal","male","14","20","7","days","NA","NA","NA","NA",7,"days","0.63636363636363635","0.90909090909090906","0.31818181818181818","NA","NA","NA",0.159090909090909,"32","NA","days",1.45454545454545,"disturbance","NA","NA","NA","NA","brain","hippocampus","NA","1","NA","NA","NA","metabolic capacity","complex II","succinate-CoQ oxidoreductase","percent","table3","restraint","control",6,"hours/day",80.71,5.01,9,100,15.57,9,1,"NA",926,"Rattus_norvegicus","Rattus_norvegicus",1.58824599688975,0.38084952130441
"s65","Feng","2012","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat",22,22,63,1095,"days","prenatal","male","14","20","7","days","NA","NA","NA","NA",7,"days","0.63636363636363635","0.90909090909090906","0.31818181818181818","NA","NA","NA",0.159090909090909,"32","NA","days",1.45454545454545,"disturbance","NA","NA","NA","NA","brain","hippocampus","NA","1","NA","NA","NA","metabolic capacity","complex III","ubiquinol cytochrome c reductase","percent","table3","restraint","control",6,"hours/day",118.08,14.37,9,100,11.43,9,1,"NA",927,"Rattus_norvegicus","Rattus_norvegicus",-1.3260498588874,0.307731754155463
"s65","Feng","2012","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat",22,22,63,1095,"days","prenatal","male","14","20","7","days","NA","NA","NA","NA",7,"days","0.63636363636363635","0.90909090909090906","0.31818181818181818","NA","NA","NA",0.159090909090909,"32","NA","days",1.45454545454545,"disturbance","NA","NA","NA","NA","brain","hippocampus","NA","1","NA","NA","NA","metabolic capacity","complex IV","cytochrome c oxidase","percent","table3","restraint","control",6,"hours/day",115.24,15.54,9,100,6.15,9,1,"NA",928,"Rattus_norvegicus","Rattus_norvegicus",-1.22802233355201,0.322183101500131
"s65","Feng","2012","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat",22,22,63,1095,"days","prenatal","male","14","20","7","days","NA","NA","NA","NA",7,"days","0.63636363636363635","0.90909090909090906","0.31818181818181818","NA","NA","NA",0.159090909090909,"32","NA","days",1.45454545454545,"disturbance","NA","NA","NA","NA","brain","hippocampus","NA","1","NA","NA","NA","metabolic capacity","complex V","ATP synthase","percent","table3","restraint","control",6,"hours/day",79.52,15.27,9,100,21.12,9,1,"NA",929,"Rattus_norvegicus","Rattus_norvegicus",1.05825447559351,0.288434716380018
"s65","Feng","2012","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat",22,22,63,1095,"days","prenatal","female","14","20","7","days","NA","NA","NA","NA",7,"days","0.63636363636363635","0.90909090909090906","0.31818181818181818","NA","NA","NA",0.159090909090909,"32","NA","days",1.45454545454545,"disturbance","NA","NA","NA","NA","brain","hippocampus","NA","1","NA","NA","NA","metabolic capacity","cytochrome c expression","cytochrome c oxidase","percent","figure6b","restraint","control",6,"hours/day",131.929124977407,21.4385350096399,8,96.6503450693317,18.6722724277509,8,1,"NA",930,"Rattus_norvegicus","Rattus_norvegicus",-1.65888321144986,0.385848346745977
"s65","Feng","2012","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat",22,22,63,1095,"days","prenatal","male","14","20","7","days","NA","NA","NA","NA",7,"days","0.63636363636363635","0.90909090909090906","0.31818181818181818","NA","NA","NA",0.159090909090909,"32","NA","days",1.45454545454545,"disturbance","NA","NA","NA","NA","brain","hippocampus","NA","1","NA","NA","NA","metabolic capacity","cytochrome c expression","cytochrome c oxidase","percent","figure6b","restraint","control",6,"hours/day",146.120154820402,39.7244434284842,8,98.2381723502554,20.7469693641675,8,1,"NA",931,"Rattus_norvegicus","Rattus_norvegicus",-1.4282974724955,0.382358906965051
"s68","Toniazzo","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat",22,22,70,1095,"days","postnatal","male","NA","NA","NA","NA","21","28","7","days",7,"days","NA","NA","NA","0.95454545454545459","1.2727272727272727","0.31818181818181818",0.159090909090909,"NA","32","days",1.45454545454545,"disturbance","NA","NA","6","hours","brain","hypothalamus","NA","NA","NA","enzymatic","NA","antioxidant","SOD","superoxide dismutase","U/mg","figure2a","stress","control",24,"hours/day",9.13991676401039,2.77966589407691,6,9.21570041413261,2.72982840498881,6,1,"NA",934,"Rattus_norvegicus","Rattus_norvegicus",-0.0253838794278894,0.400032227609729
"s68","Toniazzo","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat",22,22,70,1095,"days","postnatal","female","NA","NA","NA","NA","21","28","7","days",7,"days","NA","NA","NA","0.95454545454545459","1.2727272727272727","0.31818181818181818",0.159090909090909,"NA","32","days",1.45454545454545,"disturbance","NA","NA","6","hours","brain","hypothalamus","NA","NA","NA","enzymatic","NA","antioxidant","SOD","superoxide dismutase","U/mg","figure2a","stress","control",24,"hours/day",15.5242036108359,3.77600890742412,6,13.5685150030653,1.931927084273,6,2,"NA",935,"Rattus_norvegicus","Rattus_norvegicus",0.601691728704232,0.424298141103545
"s68","Toniazzo","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat",22,22,70,1095,"days","postnatal","male","NA","NA","NA","NA","21","28","7","days",7,"days","NA","NA","NA","0.95454545454545459","1.2727272727272727","0.31818181818181818",0.159090909090909,"NA","32","days",1.45454545454545,"disturbance","NA","NA","6","hours","brain","hypothalamus","NA","NA","NA","enzymatic","NA","antioxidant","GPx","glutathione peroxidase","nmol/min/mg","figure2b","stress","control",24,"hours/day",127.159263956894,31.0875310651224,6,109.306237793497,30.2332148062836,6,1,"NA",936,"Rattus_norvegicus","Rattus_norvegicus",0.537247311987005,0.414442934082865
"s68","Toniazzo","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat",22,22,70,1095,"days","postnatal","female","NA","NA","NA","NA","21","28","7","days",7,"days","NA","NA","NA","0.95454545454545459","1.2727272727272727","0.31818181818181818",0.159090909090909,"NA","32","days",1.45454545454545,"disturbance","NA","NA","6","hours","brain","hypothalamus","NA","NA","NA","enzymatic","NA","antioxidant","GPx","glutathione peroxidase","nmol/min/mg","figure2b","stress","control",24,"hours/day",121.150103423264,14.7810158609509,6,120.993099431926,21.8501973596664,6,2,"NA",937,"Rattus_norvegicus","Rattus_norvegicus",0.00776660607500599,0.400003433615556
"s68","Toniazzo","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat",22,22,70,1095,"days","postnatal","male","NA","NA","NA","NA","21","28","7","days",7,"days","NA","NA","NA","0.95454545454545459","1.2727272727272727","0.31818181818181818",0.159090909090909,"NA","32","days",1.45454545454545,"disturbance","NA","NA","6","hours","brain","hypothalamus","NA","NA","NA","enzymatic","NA","antioxidant","CAT","catalase activity","umol/min/mg","figure2c","stress","control",24,"hours/day",2.90258084993658,0.933898431443403,6,2.7918257597426,1.55062249436703,6,1,"NA",938,"Rattus_norvegicus","Rattus_norvegicus",0.0798452720218524,0.400388472496338
"s68","Toniazzo","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat",22,22,70,1095,"days","postnatal","female","NA","NA","NA","NA","21","28","7","days",7,"days","NA","NA","NA","0.95454545454545459","1.2727272727272727","0.31818181818181818",0.159090909090909,"NA","32","days",1.45454545454545,"disturbance","NA","NA","6","hours","brain","hypothalamus","NA","NA","NA","enzymatic","NA","antioxidant","CAT","catalase activity","umol/min/mg","figure2c","stress","control",24,"hours/day",2.73270552966861,0.914555632437147,6,2.55907545591797,0.684480617872726,6,2,"NA",939,"Rattus_norvegicus","Rattus_norvegicus",0.198348553935759,0.402123462535936
"s68","Toniazzo","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat",22,22,70,1095,"days","postnatal","male","NA","NA","NA","NA","21","28","7","days",7,"days","NA","NA","NA","0.95454545454545459","1.2727272727272727","0.31818181818181818",0.159090909090909,"NA","32","days",1.45454545454545,"disturbance","NA","NA","6","hours","brain","hypothalamus","NA","NA","NA","NA","NA","oxidative damage","ROS","DCFH oxidation, reactive species content, 2,7-dichlorofluorescein oxidation","nmol/mg","figure2d","stress","control",24,"hours/day",1.2889104290717,0.150727111892231,6,1.21586803176795,0.0589801742186997,6,1,"NA",940,"Rattus_norvegicus","Rattus_norvegicus",0.588902698139947,0.426693373582534
"s68","Toniazzo","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat",22,22,70,1095,"days","postnatal","female","NA","NA","NA","NA","21","28","7","days",7,"days","NA","NA","NA","0.95454545454545459","1.2727272727272727","0.31818181818181818",0.159090909090909,"NA","32","days",1.45454545454545,"disturbance","NA","NA","6","hours","brain","hypothalamus","NA","NA","NA","NA","NA","oxidative damage","ROS","DCFH oxidation, reactive species content, 2,7-dichlorofluorescein oxidation","nmol/mg","figure2d","stress","control",24,"hours/day",1.29388383495625,0.117960348437399,6,1.36792958063342,0.111406504306411,6,2,"NA",941,"Rattus_norvegicus","Rattus_norvegicus",-0.595530789686932,0.417790663727713
"s68","Toniazzo","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat",22,22,70,1095,"days","postnatal","male","NA","NA","NA","NA","21","28","7","days",7,"days","NA","NA","NA","0.95454545454545459","1.2727272727272727","0.31818181818181818",0.159090909090909,"NA","32","days",1.45454545454545,"disturbance","NA","NA","6","hours","brain","hypothalamus","NA","NA","NA","NA","lipids","oxidative damage","MDA","malondialdehyde concentration, TBARS","nmol/mg","figure3a","stress","control",24,"hours/day",5.54149838284966,1.47067489851058,7,7.6678645403679,3.08712693094328,7,1,"NA",942,"Rattus_norvegicus","Rattus_norvegicus",-0.823065733663979,0.372765217022757
"s68","Toniazzo","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat",22,22,70,1095,"days","postnatal","female","NA","NA","NA","NA","21","28","7","days",7,"days","NA","NA","NA","0.95454545454545459","1.2727272727272727","0.31818181818181818",0.159090909090909,"NA","32","days",1.45454545454545,"disturbance","NA","NA","6","hours","brain","hypothalamus","NA","NA","NA","NA","lipids","oxidative damage","MDA","malondialdehyde concentration, TBARS","nmol/mg","figure3b","stress","control",24,"hours/day",1.08068493294075,0.369305927514747,7,1.0517168931882,0.334131422455849,7,2,"NA",943,"Rattus_norvegicus","Rattus_norvegicus",0.07698928065651,0.333582764015476
"s68","Toniazzo","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat",22,22,70,1095,"days","postnatal","male","NA","NA","NA","NA","21","28","7","days",7,"days","NA","NA","NA","0.95454545454545459","1.2727272727272727","0.31818181818181818",0.159090909090909,"NA","32","days",1.45454545454545,"disturbance","NA","NA","6","hours","brain","hypothalamus","NA","NA","NA","non-enzymatic","NA","antioxidant","thiols","total thiol content, oxidative damage to proteins","nmol/mg","figure3c","stress","control",24,"hours/day",49.9572524180052,5.4845731703474,7,49.130489698284,4.87517615141995,7,1,"NA",944,"Rattus_norvegicus","Rattus_norvegicus",0.149128418045502,0.334272707336416
"s68","Toniazzo","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat",22,22,70,1095,"days","postnatal","female","NA","NA","NA","NA","21","28","7","days",7,"days","NA","NA","NA","0.95454545454545459","1.2727272727272727","0.31818181818181818",0.159090909090909,"NA","32","days",1.45454545454545,"disturbance","NA","NA","6","hours","brain","hypothalamus","NA","NA","NA","non-enzymatic","NA","antioxidant","thiols","total thiol content, oxidative damage to proteins","nmol/mg","figure3c","stress","control",24,"hours/day",54.788499974199,18.0775443534533,7,54.0752615668816,8.53155826498489,7,2,"NA",945,"Rattus_norvegicus","Rattus_norvegicus",0.0472273886697043,0.333463822098139
"s68","Toniazzo","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat",22,22,70,1095,"days","postnatal","male","NA","NA","NA","NA","21","28","7","days",7,"days","NA","NA","NA","0.95454545454545459","1.2727272727272727","0.31818181818181818",0.159090909090909,"NA","32","days",1.45454545454545,"disturbance","NA","NA","6","hours","brain","hypothalamus","NA","NA","NA","non-enzymatic","NA","antioxidant","thiols","non-protein thiols","nmol/mg","figure3d","stress","control",24,"hours/day",12.0002965171957,2.28450360109493,7,16.4012636812655,5.12299703631441,7,1,"NA",946,"Rattus_norvegicus","Rattus_norvegicus",-1.03849553065726,0.398336954638126
"s68","Toniazzo","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat",22,22,70,1095,"days","postnatal","female","NA","NA","NA","NA","21","28","7","days",7,"days","NA","NA","NA","0.95454545454545459","1.2727272727272727","0.31818181818181818",0.159090909090909,"NA","32","days",1.45454545454545,"disturbance","NA","NA","6","hours","brain","hypothalamus","NA","NA","NA","non-enzymatic","NA","antioxidant","thiols","non-protein thiols","nmol/mg","figure3d","stress","control",24,"hours/day",12.5310131755898,1.33919767361963,7,13.6813793229718,4.64778909589505,7,2,"NA",947,"Rattus_norvegicus","Rattus_norvegicus",-0.314800029490021,0.340422520267016
"s68","Toniazzo","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat",22,22,70,1095,"days","postnatal","male","NA","NA","NA","NA","21","28","7","days",7,"days","NA","NA","NA","0.95454545454545459","1.2727272727272727","0.31818181818181818",0.159090909090909,"NA","32","days",1.45454545454545,"disturbance","NA","NA","6","hours","brain","hypothalamus","NA","1","NA","NA","NA","metabolic capacity","cytochrome c","cytochrome c reductase activity, activity of complexes I-III ( I + CoQ + III)","nmol/min/mg","figure4a","stress","control",24,"hours/day",7.50709741678849,1.36860156127924,5,7.89119895319464,0.745412290712462,5,1,"NA",948,"Rattus_norvegicus","Rattus_norvegicus",0.314643151470797,0.508008146449971
"s68","Toniazzo","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat",22,22,70,1095,"days","postnatal","female","NA","NA","NA","NA","21","28","7","days",7,"days","NA","NA","NA","0.95454545454545459","1.2727272727272727","0.31818181818181818",0.159090909090909,"NA","32","days",1.45454545454545,"disturbance","NA","NA","6","hours","brain","hypothalamus","NA","1","NA","NA","NA","metabolic capacity","cytochrome c","cytochrome c reductase activity, activity of complexes I-III ( I + CoQ + III)","nmol/min/mg","figure4a","stress","control",24,"hours/day",2.72805434445475,0.612300956694731,5,3.38503791866009,2.32331942642762,5,2,"NA",949,"Rattus_norvegicus","Rattus_norvegicus",0.349079301133166,0.513382034722343
"s68","Toniazzo","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat",22,22,70,1095,"days","postnatal","male","NA","NA","NA","NA","21","28","7","days",7,"days","NA","NA","NA","0.95454545454545459","1.2727272727272727","0.31818181818181818",0.159090909090909,"NA","32","days",1.45454545454545,"disturbance","NA","NA","6","hours","brain","hypothalamus","NA","1","NA","NA","NA","metabolic capacity","complex II","succinate: DCIP oxyreductase","nmol/min/mg","figure4b","stress","control",24,"hours/day",2.47159963779444,1.1907396187341,5,2.49426406385627,1.37983569846618,5,1,"NA",950,"Rattus_norvegicus","Rattus_norvegicus",0.0158751393494885,0.500016088534128
"s68","Toniazzo","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat",22,22,70,1095,"days","postnatal","female","NA","NA","NA","NA","21","28","7","days",7,"days","NA","NA","NA","0.95454545454545459","1.2727272727272727","0.31818181818181818",0.159090909090909,"NA","32","days",1.45454545454545,"disturbance","NA","NA","6","hours","brain","hypothalamus","NA","1","NA","NA","NA","metabolic capacity","complex II","succinate: DCIP oxyreductase","nmol/min/mg","figure4b","stress","control",24,"hours/day",2.63086241475591,0.896656557004754,5,2.76467144652486,1.34597788843593,5,2,"NA",951,"Rattus_norvegicus","Rattus_norvegicus",0.105622319881828,0.500800736314663
"s68","Toniazzo","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat",22,22,70,1095,"days","postnatal","male","NA","NA","NA","NA","21","28","7","days",7,"days","NA","NA","NA","0.95454545454545459","1.2727272727272727","0.31818181818181818",0.159090909090909,"NA","32","days",1.45454545454545,"disturbance","NA","NA","6","hours","brain","hypothalamus","NA","1","NA","NA","NA","metabolic capacity","complex IV","cytochrome c oxidase, COX","nmol/min/mg","figure4c","stress","control",24,"hours/day",57.4642044939313,10.7647590037583,5,63.4370565067124,13.6465712826162,5,1,"NA",952,"Rattus_norvegicus","Rattus_norvegicus",0.438692295400792,0.512680392647973
"s68","Toniazzo","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat",22,22,70,1095,"days","postnatal","female","NA","NA","NA","NA","21","28","7","days",7,"days","NA","NA","NA","0.95454545454545459","1.2727272727272727","0.31818181818181818",0.159090909090909,"NA","32","days",1.45454545454545,"disturbance","NA","NA","6","hours","brain","hypothalamus","NA","1","NA","NA","NA","metabolic capacity","complex IV","cytochrome c oxidase, COX","nmol/min/mg","figure4c","stress","control",24,"hours/day",52.3477912052028,9.80813037538917,5,49.6851139028124,6.34496133851908,5,2,"NA",953,"Rattus_norvegicus","Rattus_norvegicus",-0.290990727133288,0.506181629642619
"s68","Toniazzo","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat",22,22,70,1095,"days","postnatal","male","NA","NA","NA","NA","21","28","7","days",7,"days","NA","NA","NA","0.95454545454545459","1.2727272727272727","0.31818181818181818",0.159090909090909,"NA","32","days",1.45454545454545,"disturbance","NA","NA","6","hours","brain","hypothalamus","NA","1","NA","NA","NA","metabolic capacity","mitochondrial density","mitochondrial mass","fluorescent intensity","figure5a","stress","control",24,"hours/day",97.0890272045188,15.7490774920236,8,100.982653833444,12.6042392048891,8,1,"NA",954,"Rattus_norvegicus","Rattus_norvegicus",0.258041360585671,0.28820652920739
"s68","Toniazzo","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat",22,22,70,1095,"days","postnatal","female","NA","NA","NA","NA","21","28","7","days",7,"days","NA","NA","NA","0.95454545454545459","1.2727272727272727","0.31818181818181818",0.159090909090909,"NA","32","days",1.45454545454545,"disturbance","NA","NA","6","hours","brain","hypothalamus","NA","1","NA","NA","NA","metabolic capacity","mitochondrial density","mitochondrial mass","fluorescent intensity","figure5a","stress","control",24,"hours/day",90.9427332729133,15.1865682589806,8,100.744571046349,20.7087841632423,8,2,"NA",955,"Rattus_norvegicus","Rattus_norvegicus",0.510251007677244,0.29585276202194
"s68","Toniazzo","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat",22,22,70,1095,"days","postnatal","male","NA","NA","NA","NA","21","28","7","days",7,"days","NA","NA","NA","0.95454545454545459","1.2727272727272727","0.31818181818181818",0.159090909090909,"NA","32","days",1.45454545454545,"disturbance","NA","NA","6","hours","brain","hypothalamus","NA","1","NA","NA","NA","metabolic capacity","membrane potential","membrane potential","fluorescent intensity","figure5b","stress","control",24,"hours/day",104.28140936462,20.9622921432601,8,99.9259066605065,18.0508626789183,8,1,"NA",956,"Rattus_norvegicus","Rattus_norvegicus",-0.210482143513131,0.287331383889474
