"","study","author","year","class","order","family","genus","species","common_name","stage","sex","prenatal_trt_start","prenatal_trt_end","prenatal_dur","prenatal_unit","post_natal_trt_start","postnatal_trt_end","dur_trt_postnatal","postnatal_unit","total_trt_duration","total_trt_unit","prenatal_measure_delay","postnatal_measure_delay","measure_delay_units","envirn_type","nutrition_sum","nutrition_type","admin","fasting_period","fasting_period_units","num_tissues_types","tissue_sum","tissue","mito_preparation","mito_efficiency_dir","respiration_category","antioxidant_category","oxidative_damage_category","measurement_category","measure_listed","descrp_measure","units...42","measurement_methods","ref","t1","t2","dose","units...48","mean_t1","sd_t1","n_t1","se_t1","CI95_t1","mean_t2","sd_t2","n_t2","se_t2","CI95_t2","sample_depend","control_multiple_comparisons","type","CORT_values_available","Notes","observation","SMDH","v_SMDH","ROM","v_ROM","species_phylo"
"742","s50","Dettleff","2020","Actinopterygii","Ophidiiformes","Ophidioidei","Genypterus","chilensis","red cusk-eel","postnatal","both","NA","NA","NA","NA","379","384","5","days",5,"days","NA","0","days","temp","NA","NA","ambient","NA","NA",1,"muscle","skeletal muscle","NA","NA","NA","NA","NA","gene/protein expression","cat mRNA","gene name: catalase","fold change","qPCR","figure5a","high temp (stress)","control",5,"celsius",2.10142809871669,0.869981385697657,6,0.355168413446451,"NA",1.02211395495773,0.376776154228589,6,0.15381822085137,"NA","1","no","raw","yes","View study_notes",757,1.48561605766621,0.562000271847336,0.720744173128914,0.0512126793605946,"Genypterus_chilensis"
"743","s50","Dettleff","2020","Actinopterygii","Ophidiiformes","Ophidioidei","Genypterus","chilensis","red cusk-eel","postnatal","both","NA","NA","NA","NA","379","384","5","days",5,"days","NA","0","days","temp","NA","NA","ambient","NA","NA",1,"muscle","skeletal muscle","NA","NA","NA","NA","NA","gene/protein expression","sod1 mRNA","gene name: superoxide disumtase 1","fold change","qPCR","figure5b","high temp (stress)","control",5,"celsius",2.90215466888481,1.27326897367439,6,0.519809881803246,"NA",1.03650918246407,0.341549439638251,6,0.139436974841206,"NA","1","no","raw","yes","View study_notes",758,1.84678983669303,0.69834851774643,1.02959493842203,0.0501781296289257,"Genypterus_chilensis"
"744","s50","Dettleff","2020","Actinopterygii","Ophidiiformes","Ophidioidei","Genypterus","chilensis","red cusk-eel","postnatal","both","NA","NA","NA","NA","379","384","5","days",5,"days","NA","0","days","temp","NA","NA","ambient","NA","NA",1,"muscle","skeletal muscle","NA","NA","NA","NA","NA","gene/protein expression","gpx1 mRNA","gene name: glutation peroxidase 1","fold change","qPCR","fibgure5c","high temp (stress)","control",5,"celsius",1.34397652268623,1.06712430886367,6,0.435651674806024,"NA",1.00329740617402,0.605578915606102,6,0.247226557037151,"NA","1","no","raw","yes","View study_notes",759,0.362330576797619,0.408290393989959,0.292340792057394,0.165793909420054,"Genypterus_chilensis"
"745","s51","Pimentel","2019","Actinopterygii","Perciformes","Sparidae","Sparus","aurata","seabream","both","both","0","2.5","2.5","days","0","15","15","days",17.5,"days","15","0","days","temp","NA","NA","ambient","NA","NA",1,"whole body","whole body","NA","1","NA","NA","NA","metabolic capacity","CS","citrate synthase activity; key enzyme of the Krebs cycle, located in the mito matrix, good indicator of aerobic metabolic potential","U/mg","Driedzic and deAlmedia (1996)","figure3","22","18",4,"celsius",2.07797715053836,0.0981948328688746,3,0.0566928131898751,"NA",1.86303870679891,0.246617041433348,3,0.142384415258292,"NA","1","no","raw","NA","View study_notes",760,0.913673628070721,1.15939801025204,0.10918602872559,0.00658526398153667,"Sparus_aurata"
"746","s51","Pimentel","2019","Actinopterygii","Perciformes","Sparidae","Sparus","aurata","seabream","both","both","0","2.5","2.5","days","0","15","15","days",17.5,"days","15","0","days","temp","NA","NA","ambient","NA","NA",1,"whole body","whole body","NA","1","NA","NA","NA","metabolic capacity","HOAD","B-hydroxyacyle CoA dehydrogenase; index of fatty acid oxidation and amino acid catabolism","U/mg","Driedzic and deAlmedia (1996)","figure5","22","18",4,"celsius",11.0023905108119,0.252712621361841,3,0.145903699970875,"NA",8.63501033622527,0.7494846327468,3,0.432715154469853,"NA","1","no","raw","NA","View study_notes",762,3.37736392294183,3.32886042631236,0.242287659739688,0.00268704024899257,"Sparus_aurata"
"747","s51","Pimentel","2019","Actinopterygii","Perciformes","Sparidae","Sparus","aurata","seabream","both","both","0","2.5","2.5","days","0","15","15","days",17.5,"days","15","0","days","temp","NA","NA","ambient","NA","NA",1,"whole body","whole body","NA","0","NA","NA","NA","metabolic capacity","LDH/CS","lactate dehydrogenase to citrate synthase enzyme activity ratio; used to determine which type of metabolism is prevalent","unitless","NA","table2","22","18",4,"celsius",1.36,0.19,3,0.109696551146029,"NA",1.12,0.22,3,0.127017059221718,"NA","1","no","raw","NA","View study_notes",763,0.931618161976675,1.1107877521636,0.194156014440957,0.0193673057458277,"Sparus_aurata"
"748","s52","Gauly","2001","Aves","Galliformes","Phasianidae","Meleagris","gallopavo domesitcus","turkey","prenatal","female","0","26.5","26.5","days","NA","NA","NA","NA",26.5,"days","91","91","days","temp","NA","NA","ambient","NA","NA",2,"heart","heart","isolated","NA","total oxphos","NA","NA","respiration","ADP-stimulated","state 3","ug/g/min","clark electrode","table5","38.799999999999997","37.799999999999997",1,"celsius",25.05,8.74,4,4.37,"NA",27.93,11.51,50,1.62775981029143,"NA","1","yes","raw","NA","View study_notes",764,-0.277732370809812,0.271739990690698,-0.108827552426212,0.0338297414641326,"Meleagris_gallopavo"
"749","s52","Gauly","2001","Aves","Galliformes","Phasianidae","Meleagris","gallopavo domesitcus","turkey","prenatal","female","0","26.5","26.5","days","NA","NA","NA","NA",26.5,"days","91","91","days","temp","NA","NA","ambient","NA","NA",2,"heart","heart","isolated","1","mitochondrial efficiency","NA","NA","respiration","RCR","ADP/O ratio","unitless","clark electrode, Estabrook  (1967)","table5","38.799999999999997","37.799999999999997",1,"celsius",1.61,0.35,4,0.175,"NA",2.19,0.81,50,0.114551298552221,"NA","1","yes","raw","NA","View study_notes",765,-0.916094867062115,0.148826902832221,-0.307667364832038,0.0145507177795569,"Meleagris_gallopavo"
"750","s52","Gauly","2001","Aves","Galliformes","Phasianidae","Meleagris","gallopavo domesitcus","turkey","prenatal","female","0","26.5","26.5","days","NA","NA","NA","NA",26.5,"days","91","91","days","temp","NA","NA","ambient","NA","NA",2,"heart","heart","isolated","1","NA","NA","NA","metabolic capacity","complex II","succinate dehydrogenase","umol/g","photometric determination","table5","38.799999999999997","37.799999999999997",1,"celsius",38.58,22.37,4,11.185,"NA",45.45,16.89,50,2.38860670684816,"NA","1","yes","raw","NA","View study_notes",766,-0.341586781673861,0.447475436192574,-0.163878813145905,0.0868138853495448,"Meleagris_gallopavo"
"751","s52","Gauly","2001","Aves","Galliformes","Phasianidae","Meleagris","gallopavo domesitcus","turkey","prenatal","female","0","26.5","26.5","days","NA","NA","NA","NA",26.5,"days","91","91","days","temp","NA","NA","ambient","NA","NA",2,"heart","heart","isolated","1","NA","NA","NA","metabolic capacity","glutamate DH","glutamate dehydrogenase","umol/g","photometric determination","table5","38.799999999999997","37.799999999999997",1,"celsius",42.12,7.88,4,3.94,"NA",48.39,8.56,50,1.21056680939137,"NA","1","yes","raw","NA","View study_notes",767,-0.75106788183431,0.349367936133106,-0.138770493539453,0.00937599871565129,"Meleagris_gallopavo"
"752","s52","Gauly","2001","Aves","Galliformes","Phasianidae","Meleagris","gallopavo domesitcus","turkey","prenatal","female","0","26.5","26.5","days","NA","NA","NA","NA",26.5,"days","91","91","days","temp","NA","NA","ambient","NA","NA",2,"liver","liver","isolated","NA","total oxphos","NA","NA","respiration","ADP-stimulated","state 3","ug/g/min","clark electrode","table5","38.799999999999997","37.799999999999997",1,"celsius",24.24,9.78,4,4.89,"NA",22.99,9.11,50,1.28834855532189,"NA","1","yes","raw","NA","View study_notes",768,0.130343598306338,0.376760749765479,0.0529448224260235,0.0438364992192055,"Meleagris_gallopavo"
"753","s52","Gauly","2001","Aves","Galliformes","Phasianidae","Meleagris","gallopavo domesitcus","turkey","prenatal","female","0","26.5","26.5","days","NA","NA","NA","NA",26.5,"days","91","91","days","temp","NA","NA","ambient","NA","NA",2,"liver","liver","isolated","1","mitochondrial efficiency","NA","NA","respiration","RCR","ADP/O ratio","unitless","clark electrode, Estabrook  (1967)","table5","38.799999999999997","37.799999999999997",1,"celsius",2.1,0.68,4,0.34,"NA",1.96,0.76,50,0.107480230740355,"NA","1","yes","raw","NA","View study_notes",769,0.191329097051874,0.320400325240621,0.0689928714869514,0.0292202323106113,"Meleagris_gallopavo"
"754","s52","Gauly","2001","Aves","Galliformes","Phasianidae","Meleagris","gallopavo domesitcus","turkey","prenatal","female","0","26.5","26.5","days","NA","NA","NA","NA",26.5,"days","91","91","days","temp","NA","NA","ambient","NA","NA",2,"liver","liver","isolated","1","NA","NA","NA","metabolic capacity","complex II","succinate dehydrogenase","umol/g","photometric determination","table5","38.799999999999997","37.799999999999997",1,"celsius",42.26,4.02,4,2.01,"NA",43.97,9.33,50,1.3194612536941,"NA","1","yes","raw","NA","View study_notes",770,-0.234588301065128,0.139435622689602,-0.0396665710048081,0.00316270412435546,"Meleagris_gallopavo"
"755","s52","Gauly","2001","Aves","Galliformes","Phasianidae","Meleagris","gallopavo domesitcus","turkey","prenatal","female","0","26.5","26.5","days","NA","NA","NA","NA",26.5,"days","91","91","days","temp","NA","NA","ambient","NA","NA",2,"liver","liver","isolated","1","NA","NA","NA","metabolic capacity","glutamate DH","glutamate dehydrogenase","umol/g","photometric determination","table5","38.799999999999997","37.799999999999997",1,"celsius",33.98,7.21,4,3.605,"NA",45.11,6.73,50,0.951765727477093,"NA","1","yes","raw","NA","View study_notes",771,-1.57275015237746,0.498468386213752,-0.283331835176519,0.0117006322932103,"Meleagris_gallopavo"
"756","s52","Gauly","2001","Aves","Galliformes","Phasianidae","Meleagris","gallopavo domesitcus","turkey","prenatal","male","0","26.5","26.5","days","NA","NA","NA","NA",26.5,"days","105","105","days","temp","NA","NA","ambient","NA","NA",2,"heart","heart","isolated","NA","total oxphos","NA","NA","respiration","ADP-stimulated","state 3","ug/g/min","clark electrode","table5","38.799999999999997","37.799999999999997",1,"celsius",18.98,4.51,5,2.01693331570481,"NA",18.38,5.24,43,0.799092508542849,"NA","2","yes","raw","NA","View study_notes",772,0.120719531426946,0.240514895153964,0.0321226762542409,0.0131826944071358,"Meleagris_gallopavo"
"757","s52","Gauly","2001","Aves","Galliformes","Phasianidae","Meleagris","gallopavo domesitcus","turkey","prenatal","male","0","26.5","26.5","days","NA","NA","NA","NA",26.5,"days","105","105","days","temp","NA","NA","ambient","NA","NA",2,"heart","heart","isolated","1","mitochondrial efficiency","NA","NA","respiration","RCR","ADP/O ratio","unitless","clark electrode, Estabrook  (1967)","table5","38.799999999999997","37.799999999999997",1,"celsius",3.62,0.88,5,0.393547964039963,"NA",3.23,1.24,43,0.18909822721243,"NA","2","yes","raw","NA","View study_notes",773,0.356779984564753,0.201598544625253,0.113991888603115,0.0152463711188003,"Meleagris_gallopavo"
"758","s52","Gauly","2001","Aves","Galliformes","Phasianidae","Meleagris","gallopavo domesitcus","turkey","prenatal","male","0","26.5","26.5","days","NA","NA","NA","NA",26.5,"days","91","91","days","temp","NA","NA","ambient","NA","NA",2,"heart","heart","isolated","1","NA","NA","NA","metabolic capacity","complex II","succinate dehydrogenase","umol/g","photometric determination","table5","38.799999999999997","37.799999999999997",1,"celsius",35.12,11.6,5,5.18767770779951,"NA",39.28,14.46,43,2.20512932700946,"NA","2","yes","raw","NA","View study_notes",774,-0.312150428694952,0.227049847501818,-0.111944714719349,0.0249706634186311,"Meleagris_gallopavo"
"759","s52","Gauly","2001","Aves","Galliformes","Phasianidae","Meleagris","gallopavo domesitcus","turkey","prenatal","male","0","26.5","26.5","days","NA","NA","NA","NA",26.5,"days","91","91","days","temp","NA","NA","ambient","NA","NA",2,"heart","heart","isolated","1","NA","NA","NA","metabolic capacity","glutamate DH","glutamate dehydrogenase","umol/g","photometric determination","table5","38.799999999999997","37.799999999999997",1,"celsius",45.58,5.03,5,2.24948438536479,"NA",47.65,9.59,43,1.46246128948968,"NA","2","yes","raw","NA","View study_notes",775,-0.265893992269832,0.14614970627763,-0.0444136062826729,0.00337764645014675,"Meleagris_gallopavo"
"760","s52","Gauly","2001","Aves","Galliformes","Phasianidae","Meleagris","gallopavo domesitcus","turkey","prenatal","male","0","26.5","26.5","days","NA","NA","NA","NA",26.5,"days","105","105","days","temp","NA","NA","ambient","NA","NA",2,"liver","liver","isolated","NA","total oxphos","NA","NA","respiration","ADP-stimulated","state 3","ug/g/min","clark electrode","table5","38.799999999999997","37.799999999999997",1,"celsius",16.28,2.52,5,1.12697826065989,"NA",17.37,4.8,43,0.731993137596502,"NA","2","yes","raw","NA","View study_notes",776,-0.279674931095699,0.146393960940343,-0.0648072196786194,0.00656794345277668,"Meleagris_gallopavo"
"761","s52","Gauly","2001","Aves","Galliformes","Phasianidae","Meleagris","gallopavo domesitcus","turkey","prenatal","male","0","26.5","26.5","days","NA","NA","NA","NA",26.5,"days","105","105","days","temp","NA","NA","ambient","NA","NA",2,"liver","liver","isolated","1","mitochondrial efficiency","NA","NA","respiration","RCR","ADP/O ratio","unitless","clark electrode, Estabrook  (1967)","table5","38.799999999999997","37.799999999999997",1,"celsius",1.49,0.35,5,0.156524758424985,"NA",1.6,0.65,43,0.099124070716193,"NA","2","yes","raw","NA","View study_notes",777,-0.20726416649383,0.149879644638733,-0.0712275092883679,0.0148736566722455,"Meleagris_gallopavo"
"762","s52","Gauly","2001","Aves","Galliformes","Phasianidae","Meleagris","gallopavo domesitcus","turkey","prenatal","male","0","26.5","26.5","days","NA","NA","NA","NA",26.5,"days","105","105","days","temp","NA","NA","ambient","NA","NA",2,"liver","liver","isolated","1","NA","NA","NA","metabolic capacity","complex II","succinate dehydrogenase","umol/g","photometric determination","table5","38.799999999999997","37.799999999999997",1,"celsius",29.83,2.5,5,1.11803398874989,"NA",31.12,5.86,43,0.893641622149063,"NA","2","yes","raw","NA","View study_notes",778,-0.281651530005176,0.118187858923922,-0.0423361007835338,0.00222937255035668,"Meleagris_gallopavo"
"763","s52","Gauly","2001","Aves","Galliformes","Phasianidae","Meleagris","gallopavo domesitcus","turkey","prenatal","male","0","26.5","26.5","days","NA","NA","NA","NA",26.5,"days","105","105","days","temp","NA","NA","ambient","NA","NA",2,"liver","liver","isolated","1","NA","NA","NA","metabolic capacity","glutamate DH","glutamate dehydrogenase","umol/g","photometric determination","table5","38.799999999999997","37.799999999999997",1,"celsius",48.42,8.3,5,3.71187284264965,"NA",39.67,7.7,43,1.17423899156106,"NA","2","yes","raw","NA","View study_notes",779,1.07504763870626,0.33542265233129,0.199317716983674,0.00675291223625042,"Meleagris_gallopavo"
"764","s52","Gauly","2001","Aves","Galliformes","Phasianidae","Meleagris","gallopavo domesitcus","turkey","prenatal","female","0","26.5","26.5","days","NA","NA","NA","NA",26.5,"days","91","91","days","temp","NA","NA","ambient","NA","NA",2,"heart","heart","isolated","NA","total oxphos","NA","NA","respiration","ADP-stimulated","state 3","ug/g/min","clark electrode","table5","36.799999999999997","37.799999999999997",-1,"celsius",28.26,7.64,12,2.20547802830437,"NA",27.93,11.51,50,1.62775981029143,"NA","1","yes","raw","NA","View study_notes",780,0.033357495396062,0.0839506305113313,0.0117459972992961,0.00948717105587507,"Meleagris_gallopavo"
"765","s52","Gauly","2001","Aves","Galliformes","Phasianidae","Meleagris","gallopavo domesitcus","turkey","prenatal","female","0","26.5","26.5","days","NA","NA","NA","NA",26.5,"days","91","91","days","temp","NA","NA","ambient","NA","NA",2,"heart","heart","isolated","1","mitochondrial efficiency","NA","NA","respiration","RCR","ADP/O ratio","unitless","clark electrode, Estabrook  (1967)","table5","36.799999999999997","37.799999999999997",-1,"celsius",2.1,0.78,12,0.225166604983954,"NA",2.19,0.81,50,0.114551298552221,"NA","1","yes","raw","NA","View study_notes",781,-0.111765644873145,0.108823546456094,-0.0419641990990321,0.0142325716175004,"Meleagris_gallopavo"
"766","s52","Gauly","2001","Aves","Galliformes","Phasianidae","Meleagris","gallopavo domesitcus","turkey","prenatal","female","0","26.5","26.5","days","NA","NA","NA","NA",26.5,"days","91","91","days","temp","NA","NA","ambient","NA","NA",2,"heart","heart","isolated","1","NA","NA","NA","metabolic capacity","complex II","succinate dehydrogenase","umol/g","photometric determination","table5","36.799999999999997","37.799999999999997",-1,"celsius",38.9,15.62,12,4.50910560237098,"NA",45.45,16.89,50,2.38860670684816,"NA","1","yes","raw","NA","View study_notes",782,-0.397588153249174,0.10781303912449,-0.155618569999087,0.0161983456485119,"Meleagris_gallopavo"
"767","s52","Gauly","2001","Aves","Galliformes","Phasianidae","Meleagris","gallopavo domesitcus","turkey","prenatal","female","0","26.5","26.5","days","NA","NA","NA","NA",26.5,"days","91","91","days","temp","NA","NA","ambient","NA","NA",2,"heart","heart","isolated","1","NA","NA","NA","metabolic capacity","glutamate DH","glutamate dehydrogenase","umol/g","photometric determination","table5","36.799999999999997","37.799999999999997",-1,"celsius",45.15,8.74,12,2.52302067635866,"NA",48.39,8.56,50,1.21056680939137,"NA","1","yes","raw","NA","View study_notes",783,-0.369841493602733,0.114738437510605,-0.0693029009422327,0.00374851440715671,"Meleagris_gallopavo"
"768","s52","Gauly","2001","Aves","Galliformes","Phasianidae","Meleagris","gallopavo domesitcus","turkey","prenatal","female","0","26.5","26.5","days","NA","NA","NA","NA",26.5,"days","91","91","days","temp","NA","NA","ambient","NA","NA",2,"liver","liver","isolated","NA","total oxphos","NA","NA","respiration","ADP-stimulated","state 3","ug/g/min","clark electrode","table5","36.799999999999997","37.799999999999997",-1,"celsius",23.82,7.15,12,2.06402721235291,"NA",22.99,9.11,50,1.28834855532189,"NA","1","yes","raw","NA","View study_notes",784,0.100084148527809,0.0946694443758615,0.0354662251520639,0.0106488264111806,"Meleagris_gallopavo"
"769","s52","Gauly","2001","Aves","Galliformes","Phasianidae","Meleagris","gallopavo domesitcus","turkey","prenatal","female","0","26.5","26.5","days","NA","NA","NA","NA",26.5,"days","91","91","days","temp","NA","NA","ambient","NA","NA",2,"liver","liver","isolated","1","mitochondrial efficiency","NA","NA","respiration","RCR","ADP/O ratio","unitless","clark electrode, Estabrook  (1967)","table5","36.799999999999997","37.799999999999997",-1,"celsius",1.6,0.43,12,0.12413030787577,"NA",1.96,0.76,50,0.107480230740355,"NA","1","yes","raw","NA","View study_notes",785,-0.575715354591193,0.0778347515082449,-0.20294084399669,0.00902596059150701,"Meleagris_gallopavo"
"770","s52","Gauly","2001","Aves","Galliformes","Phasianidae","Meleagris","gallopavo domesitcus","turkey","prenatal","female","0","26.5","26.5","days","NA","NA","NA","NA",26.5,"days","91","91","days","temp","NA","NA","ambient","NA","NA",2,"liver","liver","isolated","1","NA","NA","NA","metabolic capacity","complex II","succinate dehydrogenase","umol/g","photometric determination","table5","36.799999999999997","37.799999999999997",-1,"celsius",35.92,8.46,12,2.44219163867212,"NA",43.97,9.33,50,1.3194612536941,"NA","1","yes","raw","NA","View study_notes",786,-0.892568300402133,0.114259109924949,-0.20221333975872,0.00552309844090444,"Meleagris_gallopavo"
"771","s52","Gauly","2001","Aves","Galliformes","Phasianidae","Meleagris","gallopavo domesitcus","turkey","prenatal","female","0","26.5","26.5","days","NA","NA","NA","NA",26.5,"days","91","91","days","temp","NA","NA","ambient","NA","NA",2,"liver","liver","isolated","1","NA","NA","NA","metabolic capacity","glutamate DH","glutamate dehydrogenase","umol/g","photometric determination","table5","36.799999999999997","37.799999999999997",-1,"celsius",36.45,6.77,12,1.95433066120688,"NA",45.11,6.73,50,0.951765727477093,"NA","1","yes","raw","NA","View study_notes",787,-1.26684199253849,0.134234914908886,-0.213162492965637,0.0033199145390524,"Meleagris_gallopavo"
"772","s52","Gauly","2001","Aves","Galliformes","Phasianidae","Meleagris","gallopavo domesitcus","turkey","prenatal","male","0","26.5","26.5","days","NA","NA","NA","NA",26.5,"days","105","105","days","temp","NA","NA","ambient","NA","NA",2,"heart","heart","isolated","NA","total oxphos","NA","NA","respiration","ADP-stimulated","state 3","ug/g/min","clark electrode","table5","36.799999999999997","37.799999999999997",-1,"celsius",20.24,9.52,12,2.74818728134262,"NA",18.38,5.24,43,0.799092508542849,"NA","2","yes","raw","NA","View study_notes",788,0.238616773958139,0.152175556157707,0.0963977274917237,0.0203263892333026,"Meleagris_gallopavo"
"773","s52","Gauly","2001","Aves","Galliformes","Phasianidae","Meleagris","gallopavo domesitcus","turkey","prenatal","male","0","26.5","26.5","days","NA","NA","NA","NA",26.5,"days","105","105","days","temp","NA","NA","ambient","NA","NA",2,"heart","heart","isolated","1","mitochondrial efficiency","NA","NA","respiration","RCR","ADP/O ratio","unitless","clark electrode, Estabrook  (1967)","table5","36.799999999999997","37.799999999999997",-1,"celsius",3.02,1.33,12,0.383937929011101,"NA",3.23,1.24,43,0.18909822721243,"NA","2","yes","raw","NA","View study_notes",789,-0.161000023885063,0.119816377795162,-0.0672253058477869,0.0195899256362382,"Meleagris_gallopavo"
"774","s52","Gauly","2001","Aves","Galliformes","Phasianidae","Meleagris","gallopavo domesitcus","turkey","prenatal","male","0","26.5","26.5","days","NA","NA","NA","NA",26.5,"days","91","91","days","temp","NA","NA","ambient","NA","NA",2,"heart","heart","isolated","1","NA","NA","NA","metabolic capacity","complex II","succinate dehydrogenase","umol/g","photometric determination","table5","36.799999999999997","37.799999999999997",-1,"celsius",34.21,15.44,12,4.45714407814391,"NA",39.28,14.46,43,2.20512932700946,"NA","2","yes","raw","NA","View study_notes",790,-0.334125429866355,0.120842784689265,-0.138197484496752,0.0201264559895637,"Meleagris_gallopavo"
"775","s52","Gauly","2001","Aves","Galliformes","Phasianidae","Meleagris","gallopavo domesitcus","turkey","prenatal","male","0","26.5","26.5","days","NA","NA","NA","NA",26.5,"days","91","91","days","temp","NA","NA","ambient","NA","NA",2,"heart","heart","isolated","1","NA","NA","NA","metabolic capacity","glutamate DH","glutamate dehydrogenase","umol/g","photometric determination","table5","36.799999999999997","37.799999999999997",-1,"celsius",48.18,8.74,12,2.52302067635866,"NA",47.65,9.59,43,1.46246128948968,"NA","2","yes","raw","NA","View study_notes",791,0.0569446419294664,0.108550740444121,0.0110613670865141,0.0036842389529933,"Meleagris_gallopavo"
"776","s52","Gauly","2001","Aves","Galliformes","Phasianidae","Meleagris","gallopavo domesitcus","turkey","prenatal","male","0","26.5","26.5","days","NA","NA","NA","NA",26.5,"days","105","105","days","temp","NA","NA","ambient","NA","NA",2,"liver","liver","isolated","NA","total oxphos","NA","NA","respiration","ADP-stimulated","state 3","ug/g/min","clark electrode","table5","36.799999999999997","37.799999999999997",-1,"celsius",19.51,4.24,12,1.22398257068201,"NA",17.37,4.8,43,0.731993137596502,"NA","2","yes","raw","NA","View study_notes",792,0.465821532479739,0.109146918733261,0.116182574382006,0.00571170947690887,"Meleagris_gallopavo"
"777","s52","Gauly","2001","Aves","Galliformes","Phasianidae","Meleagris","gallopavo domesitcus","turkey","prenatal","male","0","26.5","26.5","days","NA","NA","NA","NA",26.5,"days","105","105","days","temp","NA","NA","ambient","NA","NA",2,"liver","liver","isolated","1","mitochondrial efficiency","NA","NA","respiration","RCR","ADP/O ratio","unitless","clark electrode, Estabrook  (1967)","table5","36.799999999999997","37.799999999999997",-1,"celsius",1.55,0.61,12,0.176091832102836,"NA",1.6,0.65,43,0.099124070716193,"NA","2","yes","raw","NA","View study_notes",793,-0.0781963772628914,0.110544144092202,-0.0317486983145803,0.0167448121480975,"Meleagris_gallopavo"
"778","s52","Gauly","2001","Aves","Galliformes","Phasianidae","Meleagris","gallopavo domesitcus","turkey","prenatal","male","0","26.5","26.5","days","NA","NA","NA","NA",26.5,"days","105","105","days","temp","NA","NA","ambient","NA","NA",2,"liver","liver","isolated","1","NA","NA","NA","metabolic capacity","complex II","succinate dehydrogenase","umol/g","photometric determination","table5","36.799999999999997","37.799999999999997",-1,"celsius",26.24,6.99,12,2.01783919081774,"NA",31.12,5.86,43,0.893641622149063,"NA","2","yes","raw","NA","View study_notes",794,-0.745847178387092,0.136277892762165,-0.170565735234303,0.00673811958339418,"Meleagris_gallopavo"
"779","s52","Gauly","2001","Aves","Galliformes","Phasianidae","Meleagris","gallopavo domesitcus","turkey","prenatal","male","0","26.5","26.5","days","NA","NA","NA","NA",26.5,"days","105","105","days","temp","NA","NA","ambient","NA","NA",2,"liver","liver","isolated","1","NA","NA","NA","metabolic capacity","glutamate DH","glutamate dehydrogenase","umol/g","photometric determination","table5","36.799999999999997","37.799999999999997",-1,"celsius",41.58,16.03,12,4.62746240755485,"NA",39.67,7.7,43,1.17423899156106,"NA","2","yes","raw","NA","View study_notes",795,0.149729850664614,0.157340980817229,0.0470240479036279,0.0132617641183143,"Meleagris_gallopavo"
"780","s53","Price","2017","Reptilia","Crocodilia","Alligatoridae","Alligator","mississippiensis","American alligator","postnatal","both","NA","NA","NA","NA","270","360","90","days",90,"days","NA","120","days","temp","NA","NA","ambient","NA","NA",2,"muscle","thigh","permeabilized","NA","basal","NA","NA","respiration","Leak","samples were measured at 30 and 20 C and Q10 values were calculated (rate at 30/rate at 20); we used the Q10 values; leak respiration was measured with glutamate and malate as substrates, but no ADP; the lack of ADP prevents OXPHOS by ATP synthase such that oxygen consumption at this stage representes that required to counteract proton slip and the leak of protons acorss the inner mitochondrial membrane and back into the mitochondrial matrix","unitless","oroboros","table2","20","30",-10,"celsius",2,2.20454076850486,6,0.9,"NA",1.9,0.979795897113271,6,0.4,"NA","1","no","raw","NA","View study_notes",796,0.0540923055164671,0.400211992653068,0.0512932943875505,0.246821329639889,"Alligator_mississippiensis"
"781","s53","Price","2017","Reptilia","Crocodilia","Alligatoridae","Alligator","mississippiensis","American alligator","postnatal","both","NA","NA","NA","NA","270","360","90","days",90,"days","NA","120","days","temp","NA","NA","ambient","NA","NA",2,"heart","left ventricle","permeabilized","NA","basal","NA","NA","respiration","Leak","samples were measured at 30 and 20 C and Q10 values were calculated (rate at 30/rate at 20); we used the Q10 values; leak respiration was measured with glutamate and malate as substrates, but no ADP; the lack of ADP prevents OXPHOS by ATP synthase such that oxygen consumption at this stage representes that required to counteract proton slip and the leak of protons acorss the inner mitochondrial membrane and back into the mitochondrial matrix","unitless","oroboros","table2","20","30",-10,"celsius",3.8,1.4,4,0.7,"NA",2.3,1.95959179422654,6,0.8,"NA","1","no","raw","NA","View study_notes",797,0.795128474637174,0.529860940282385,0.502091943797236,0.154916504773026,"Alligator_mississippiensis"
"782","s53","Price","2017","Reptilia","Crocodilia","Alligatoridae","Alligator","mississippiensis","American alligator","postnatal","both","NA","NA","NA","NA","270","360","90","days",90,"days","NA","120","days","temp","NA","NA","ambient","NA","NA",2,"muscle","thigh","permeabilized","NA","total oxphos","NA","NA","respiration","OXPHOSCI respiration","samples were measured at 30 and 20 C and Q10 values were calculated (rate at 30/rate at 20); we used the Q10 values; maximial capacity for oxidative phosphorylation with combined inputs from complexes I and II; determined by adding ADP","unitless","oroboros","table2","20","30",-10,"celsius",1.9,0.244948974278318,6,0.1,"NA",2.1,0.734846922834953,6,0.3,"NA","1","no","raw","NA","View study_notes",798,-0.336939056246331,0.409309290065182,-0.100083458556983,0.0231782463677992,"Alligator_mississippiensis"
